ID,a0,b0,c0,d0,a1,b1,c1,d1,a2,b2,c2,d2,a3,b3,c3,d3,Average Daily Steps,No of active session,A_Mean,A_Median,A_Mode,No of sedentary session,S_Mean,S_Median,S_Mode,Cluster
1001,2.6666666666666665,13.25212226258241,-15.544850060540288,4.95939446462454,5.333333333333333,-2.9593944646245403,-0.666666666666667,4.95939446462454,6.666666666666666,10.585455595915748,14.211516727206952,-22.2969723231227,9.166666666666666,-27.882427919038445,-52.679400242161144,83.5618281611996,6683.666666666668,0,0.0,0.0,0,6,562.9722222222222,7.916666666666666,11,1
1263,2.5,3.450618005436682,-0.3009270081550248,0.016975669385008274,5.666666666666666,2.8996909972816582,-0.25,0.016975669385008274,8.333333333333332,2.450618005436683,-0.1990729918449752,-0.418211680258374,10.166666666666666,0.7978369809716107,-1.4537080326200975,2.6558710516484867,16693.333333333332,5,4453.6,4280.0,121,9,1758.5555555555554,12.166666666666664,10,0
1262,2.0,-2.091321571781208,4.428649024338479,-1.170660785890604,3.166666666666667,3.253994119223938,0.916666666666668,-1.1706607858906055,6.166666666666668,1.5753450948854568,-2.595315691005149,3.3533039294530247,8.5,6.444625501234236,7.46459609735393,-11.575888265254829,13245.0,4,4551.416666666667,4780.833333333334,183,8,895.5416666666665,9.666666666666668,7,0
1261,3.1666666666666665,8.508989610446381,-9.596817749002906,3.2544948052231906,5.333333333333333,-0.9211614718898576,0.16666666666666874,3.254494805223189,7.833333333333332,9.175656277113047,9.930151082336234,-17.605807359449283,9.333333333333332,-23.78146363656233,-42.88727099601162,69.33540129924062,7028.0,0,0.0,0.0,0,6,591.9444444444442,8.583333333333332,14,1
1260,2.6666666666666665,0.041787822958891496,4.603984932228329,-1.3124394218538873,6.0,5.312439421853887,0.6666666666666643,-1.3124394218538846,10.666666666666668,2.7084544896255625,-3.2706515988949887,2.2288637759360928,12.333333333333336,2.8537426196438624,3.415939728913287,-3.936349015223816,14004.333333333336,4,4359.583333333333,4369.916666666666,150,10,1411.7333333333331,16.916666666666668,11,0
1259,2.6666666666666665,77.39449483842772,-110.50840892430824,36.61391408588052,6.166666666666666,-33.780580752547195,-0.6666666666666785,36.61391408588054,8.333333333333332,74.72782817176106,109.17507559097496,-182.7362370960693,9.499999999999998,-255.13073193449702,-439.03363569723297,697.3310342983967,9452.0,3,2501.5000000000005,2497.333333333333,97,9,1827.0925925925928,12.666666666666664,11,0
1258,3.0,10.926105603293527,-12.722491738273627,4.296386134980098,5.5,-1.6297194683134304,0.16666666666666966,4.296386134980095,8.333333333333334,11.592772269960193,13.055825071606955,-21.64859734156715,11.333333333333336,-27.24136961152734,-51.88996695309449,80.79800323128848,7342.666666666668,0,0.0,0.0,0,6,618.75,9.833333333333334,13,1
1257,2.5,101.66854520813592,-149.41948447887057,49.9176059374013,4.666666666666666,-47.4176059374013,0.3333333333333357,49.9176059374013,7.5,103.00187854146928,150.08615114553717,-251.0880296870065,9.5,-350.0899082284758,-603.1779379154825,955.9345128106247,13567.0,3,3762.166666666666,3630.666666666666,182,8,2376.208333333333,10.833333333333332,10,0
1264,1.5,9.006685746070437,-9.46836195243899,3.2950095397018853,4.333333333333334,-0.04500953970188526,0.4166666666666661,3.2950095397018853,8.0,10.673352412737104,10.301695285772322,-17.975047698509425,11.0,-22.648400111246534,-43.62344780975595,67.93851458766915,6836.0,0,0.0,0.0,0,6,575.9166666666666,9.5,4,1
1256,3.5,7.938139354351466,-7.1988756981938655,2.2607363438423995,6.5,0.3225969894909331,-0.4166666666666683,2.2607363438424013,8.666666666666666,6.271472687684799,6.3655423648605325,-11.637015052545333,9.666666666666666,-15.908487740230136,-28.545502792775466,46.9539905330056,7109.0,0,0.0,0.0,0,6,599.1666666666667,9.166666666666666,16,1
1254,2.1666666666666665,9.63108458000676,-9.988293536676807,3.357208956670047,5.166666666666666,-0.2738756233367141,0.08333333333333037,3.35720895667005,8.333333333333332,9.964417913340096,10.154960203343476,-17.78604478335024,10.666666666666666,-23.08379603002367,-43.20317414670724,69.2869701767309,7453.333333333332,0,0.0,0.0,0,6,627.7777777777778,9.5,8,1
1253,2.6666666666666665,0.9641957687314288,2.01203968023619,-0.6429021156342856,5.0,3.0595687823009525,0.08333333333333215,-0.6429021156342847,7.5,1.297529102064763,-1.8453730135695208,2.8811772448380917,9.833333333333334,6.250314809439996,6.798158720944757,-9.881806863718088,12708.666666666668,4,4225.833333333334,4214.583333333334,193,8,926.7083333333336,11.416666666666668,11,0
1252,2.5,0.6876247982284411,3.301896135990672,-0.9895209342191134,5.5,4.3228542675524455,0.3333333333333295,-0.9895209342191088,9.166666666666666,2.0209581315617777,-2.635229469324,3.1142713377622218,11.666666666666664,6.093313206200444,6.707584543962665,-11.134231083496445,12207.333333333336,4,4349.541666666667,4428.833333333334,213,8,792.8958333333335,12.5,10,0
1251,1.8333333333333333,3.7001297328123086,-0.21686126588512966,-0.14993513359384547,5.166666666666667,2.8166018002605133,-0.6666666666666647,-0.14993513359384858,7.166666666666668,1.0334630661456379,-1.11647206744821,2.2496756679692393,9.333333333333334,5.549545935156933,5.632554936459504,-8.51543420494977,14668.0,4,4905.333333333334,5039.25,204,7,1054.8333333333335,9.333333333333334,6,0
1250,2.833333333333333,0.5919053903261977,2.1121419145107034,-0.5373806381702346,5.0,3.2040473048369007,0.5000000000000027,-0.5373806381702373,8.166666666666666,2.5919053903261946,-1.112141914510707,0.3535698575178463,10.0,1.4283311338583198,-0.05143234195716828,1.9564345414321824,16177.0,5,4490.533333333334,4429.666666666667,147,9,1756.0555555555554,13.333333333333336,12,0
1249,1.6666666666666667,13.73843434839742,-16.60765152259613,5.535883840865377,4.333333333333333,-2.8692171741987105,-1.7763568394002505e-15,5.535883840865378,7.0,13.738434348397426,16.60765152259613,-28.012752537660216,9.333333333333334,-37.08452021939098,-67.43060609038452,107.34845964310881,8041.333333333332,0,0.0,0.0,0,6,675.8611111111112,8.166666666666668,5,1
1248,1.8333333333333333,2.9148140801077367,-1.455554453494939,0.540740373387202,3.833333333333333,1.6259262932794647,0.16666666666666494,0.5407403733872034,6.166666666666666,3.5814807467744045,1.7888877868282758,-1.8703685336026803,9.666666666666666,1.5481507196229154,-3.8222178139797656,4.27406709435685,16604.666666666664,5,4363.966666666666,4257.333333333333,44,9,919.2407407407406,11.666666666666664,6,0
1255,2.833333333333333,12.645604264703364,-13.385073063721714,4.239468799018351,6.333333333333334,-1.406135465685014,-0.666666666666667,4.239468799018347,8.5,9.978937598036694,12.05173973038837,-20.8640106617584,9.666666666666666,-28.509614926461754,-50.54029225488683,80.38324051468192,6768.666666666666,0,0.0,0.0,0,6,570.4444444444445,9.083333333333332,12,1
1265,2.1666666666666665,68.23412411175083,-99.68451950095958,33.283728722542094,4.0,-31.283728722542076,0.1666666666666643,33.28372872254208,6.166666666666666,68.90079077841749,100.01785283429287,-166.41864361271038,8.666666666666666,-230.31943439112786,-399.2380780038383,632.8908457282995,11717.333333333336,3,2890.0,2764.666666666667,82,10,2628.4000000000005,2246.833333333333,8,0
1266,2.1666666666666665,13.229808777536359,-17.053046499637876,5.8232377221015135,4.166666666666666,-3.4065710554348474,0.4166666666666661,5.823237722101514,7.0,14.896475444203029,17.886379832971212,-31.28285527717424,8.5,-43.179330721377276,-75.96218599855145,122.97485005326209,6796.333333333334,0,0.0,0.0,0,6,572.0555555555555,7.75,8,1
