ID,a0,b0,c0,d0,a1,b1,c1,d1,a2,b2,c2,d2,a3,b3,c3,d3,Average Daily Steps,No of active session,A_Mean,A_Median,A_Mode,No of sedentary session,S_Mean,S_Median,S_Mode,Cluster
1001,3.0,187.75208873506958,-280.21146643593767,93.79271103420145,4.333333333333333,-91.29271103420149,1.1666666666666572,93.79271103420149,8.0,192.4187554017363,282.54479976927115,-473.130221837674,9.833333333333334,-661.8823105727438,-1136.8458657437511,1877.2281763164947,21996.33333333333,4,7802.208333333332,8414.5,277,8,5326.354166666665,4954.999999999999,14,0
1263,2.1666666666666665,-73.28872889325366,113.01642667321384,-37.72769777996017,4.166666666666666,39.56103111329349,-0.1666666666666714,-37.72769777996015,5.833333333333332,-73.9553955599203,-113.34976000654717,189.80515556646748,8.333333333333332,268.76055112638784,456.0657066928553,-177.99292448590973,31989.33333333333,16,6982.364583333332,5076.0,52,6,5334.694444444444,7.083333333333332,9,1
1262,2.333333333333333,-52.695141359727145,83.50104537292405,-27.972570679863573,5.166666666666667,30.389237346530237,-0.4166666666666714,-27.972570679863573,7.166666666666668,-54.361808026393796,-84.33437870625733,141.86285339931783,10.333333333333334,202.55799475904496,341.2541814916962,-94.31217625074112,26487.666666666664,11,6896.0,5076.999999999999,16,6,4418.333333333333,8.75,10,1
1261,2.0,-41.801101370507226,64.70165205576083,-21.23388401858695,3.666666666666667,23.90055068525361,1.0000000000000036,-21.23388401858695,7.333333333333334,-37.801101370507226,-62.70165205576083,103.00275342626806,9.833333333333334,145.80385479677528,246.30660822304355,-9.943796353152152,32219.0,13,7945.653846153847,5475.333333333333,143,6,5373.194444444445,8.583333333333334,8,1
1260,2.5,-78.9233236816216,122.3849855224324,-40.62832850747746,5.333333333333334,43.9616618408108,0.5,-40.62832850747746,9.166666666666668,-76.9233236816216,-121.38498552243242,200.80830920405398,11.666666666666668,282.7316328856756,481.0399420897296,-233.10490830873854,31081.66666666667,13,6467.910256410258,5045.666666666667,48,6,5184.722222222223,10.416666666666668,11,1
1259,2.333333333333333,-48.71426196720446,75.40472628414001,-25.02379765026889,4.0,27.02379765026889,0.3333333333333357,-25.023797650268893,6.333333333333334,-47.380928633871115,-74.73805961747334,124.11898825134445,8.333333333333334,175.4999168852156,297.61890513656016,-69.78548868844234,28408.0,14,5695.345238095238,4500.25,1,6,4737.777777777777,7.333333333333334,10,1
1258,1.3333333333333333,-97.29681612367132,148.7785575188403,-49.481741395169,3.333333333333333,51.815074728502324,0.3333333333333286,-49.48174139516899,6.0,-95.96348279033798,-148.11189085217364,245.57537364251164,7.5,344.5388564328496,588.6142300753611,-298.9864198415441,30215.0,13,7007.794871794873,5026.166666666667,78,6,5038.416666666667,6.75,4,1
1257,3.6666666666666665,-101.41061422010996,155.65758799683158,-51.9136404433883,6.0,54.16364044338831,-0.0833333333333286,-51.91364044338832,8.166666666666666,-101.74394755344328,-155.8242546634983,260.0682022169416,10.666666666666666,366.8121497703849,624.3803519873265,-361.6925017577114,32802.66666666667,13,7385.410256410258,4580.666666666667,75,6,5471.333333333333,9.416666666666666,18,1
1264,1.5,-24.4203258309951,41.17215541315932,-13.918496248830886,4.333333333333334,16.168496248830888,-0.5833333333333339,-13.918496248830884,6.000000000000001,-26.75365916432843,-42.338822079825995,70.75914791082107,7.666666666666668,100.84614040848284,169.9386216526372,2.3819046055466515,32434.666666666664,15,6536.211111111111,4911.166666666667,127,6,5408.777777777777,6.833333333333334,5,1
1256,0.6666666666666666,-80.82470346520775,124.40372186447829,-41.2456850659372,3.0,44.24568506593722,0.6666666666666643,-41.24568506593721,6.666666666666666,-78.1580367985411,-123.07038853114496,203.72842532968602,9.166666666666666,286.8864621282272,488.11488745791314,-260.3346829194736,28469.000000000004,12,6350.694444444446,5073.083333333334,42,6,4747.583333333335,7.916666666666666,0,1
