ID,a0,b0,c0,d0,a1,b1,c1,d1,a2,b2,c2,d2,a3,b3,c3,d3,Average Daily Steps,No of active session,A_Mean,A_Median,A_Mode,No of sedentary session,S_Mean,S_Median,S_Mode,Cluster
1001,2.6666666666666665,192.55516758292202,-285.7910847077164,95.56925045812768,5.0,-92.31925045812771,0.9166666666666714,95.56925045812771,9.166666666666668,196.22183424958874,287.6244180410498,-480.0129189573052,13.000000000000002,-668.5680865402272,-1152.4143388308655,1974.6490920377594,23689.666666666664,4,8484.208333333334,9144.333333333334,280,6,3952.833333333334,11.083333333333336,11,0
1263,3.1666666666666665,-66.88147409085519,103.28054446961613,-34.23240371209427,5.333333333333333,36.98240371209426,0.5833333333333286,-34.232403712094246,8.666666666666666,-64.54814075752185,-102.11387780294945,169.49535189380464,11.5,239.71015931799317,406.3721778784645,-214.915670529791,32178.0,17,6630.2843137254895,4598.5,11,6,5367.583333333333,10.083333333333332,14,0
1262,3.5,-47.99726483923533,76.41256392551966,-25.415299086284328,6.5,28.581965752951003,0.16666666666667496,-25.415299086284342,9.833333333333334,-47.33059817256867,-76.07923059218635,125.40982876475502,11.833333333333336,176.7404269373237,300.1502557020789,-127.8906826394026,26429.0,12,6011.7361111111095,4660.666666666666,167,6,4409.61111111111,10.833333333333336,16,0
1261,3.1666666666666665,-49.23623503971777,75.81268589291,-25.07645085319222,4.666666666666666,27.15978418652555,0.5833333333333321,-25.076450853192213,7.333333333333332,-46.90290170638443,-74.6460192262433,124.88225426596108,10.666666666666666,178.45182263901214,300.00074357164,-95.28589954398548,29952.666666666664,14,7010.523809523808,5055.25,134,6,4995.972222222223,9.0,14,0
1260,2.6666666666666665,-129.90485989823412,198.89895651401784,-66.32742994911706,5.333333333333333,68.91076328245039,-0.08333333333334281,-66.32742994911705,7.833333333333332,-130.23819323156744,-199.06562318068438,332.1371497455852,10.666666666666666,468.04200964381926,797.3458260560714,-492.8878356998905,27620.66666666667,10,7506.7,7551.333333333332,116,6,4607.722222222223,9.25,11,0
1259,3.333333333333333,-63.0273101438796,97.99929854915274,-32.47198840527313,5.833333333333334,35.555321738606466,0.5833333333333215,-32.47198840527312,9.5,-60.69397681054625,-96.83263188248604,161.02660869303233,13.0,228.72058550357858,386.24719419661096,-141.80111303352282,26830.66666666667,13,6324.166666666668,4793.666666666667,25,6,4476.694444444444,11.25,15,0
1258,3.1666666666666665,-68.25290852711758,103.29602945734301,-34.20978759689212,4.0,35.709787596892134,0.6666666666666643,-34.20978759689213,6.166666666666666,-65.58624186045093,-101.96269612400974,171.21560465112734,9.833333333333332,244.13517984491156,411.6841178293723,-190.31929767428392,30136.33333333333,12,7003.805555555556,4704.333333333333,23,6,5026.25,7.999999999999999,14,0
1257,2.6666666666666665,-54.345378947653856,86.51806842148079,-28.839356140493603,6.0,32.17268947382693,-3.552713678800501e-15,-28.83935614049359,9.333333333333334,-54.345378947653856,-86.51806842148079,143.03011403580132,11.5,201.70882631678847,342.57227368592294,-130.4477666693781,28303.333333333336,14,5651.714285714284,4631.25,3,6,4721.666666666668,10.416666666666668,11,0
1264,2.833333333333333,-34.029981708452084,57.128305896011454,-19.43165752089271,6.5,21.931657520892703,-1.166666666666675,-19.4316575208927,7.833333333333332,-38.69664837511874,-59.461639229344776,101.65828760446352,11.333333333333332,147.35493597958225,245.51322358404582,-59.868159563628076,26992.33333333333,12,6280.833333333332,4852.499999999999,119,6,4502.86111111111,9.583333333333332,12,0
1256,2.5,-47.341571386597884,73.30402374656347,-24.295785693298942,4.166666666666667,26.379119026632274,0.4166666666666643,-24.295785693298942,6.666666666666668,-45.67490471993121,-72.47069041323016,120.64559513316138,9.166666666666668,171.3204998530926,289.4660949862541,-39.11992817268003,32868.33333333333,16,6774.916666666666,4738.083333333332,4,6,5481.416666666667,7.916666666666668,10,0
1254,2.5,-47.813723691997865,75.88725220466347,-25.406861845998932,5.166666666666666,27.740195179332265,-0.3333333333333357,-25.406861845998932,7.166666666666666,-49.14705702533119,-76.55391887133013,128.53430922999465,10.0,183.34803292199248,309.0490088186537,-103.5637084073129,28323.0,13,6606.8076923076915,4743.333333333333,127,6,4724.027777777777,8.583333333333332,10,0
1253,3.333333333333333,-41.4972793476139,67.16258568808752,-22.49863967380695,6.5,25.331973007140284,-0.3333333333333357,-22.498639673806945,9.0,-42.830612680947226,-67.82925235475417,113.32653170236807,11.666666666666664,161.49047771664863,272.1503427523502,-77.47415380233213,33884.333333333336,14,7353.654761904762,4869.166666666667,133,6,5652.194444444444,10.333333333333332,15,0
1252,3.333333333333333,-50.621912645089424,77.76620230096748,-25.64428965587805,4.833333333333334,27.977622989211387,0.8333333333333321,-25.64428965587805,8.0,-47.2885793117561,-76.09953563430079,125.22144827939024,9.833333333333334,176.17669425781298,299.56480920387,-143.07483679501638,26898.0,11,6304.166666666666,5130.333333333333,171,6,4486.944444444445,8.916666666666668,15,0
