ID,a0,b0,c0,d0,a1,b1,c1,d1,a2,b2,c2,d2,a3,b3,c3,d3,Average Daily Steps,No of active session,A_Mean,A_Median,A_Mode,No of sedentary session,S_Mean,S_Median,S_Mode,Cluster
1471,2.0,2.1210890966300227,1.235033021721632,-0.35612211835165475,5.0,3.5227887850183226,0.16666666666666966,-0.3561221183516583,8.333333333333334,2.7877557632966874,-0.901699688388304,-0.052722741575049525,10.166666666666668,0.8261881617949308,-1.0598679131134534,3.2336797513185225,16339.333333333332,5,4651.7,4716.5,65,7,10.285714285714286,10.166666666666668,7,2
1464,2.333333333333333,12.456789396506405,-13.97685076142627,4.353394698253202,5.166666666666667,-2.4367280315865347,-0.916666666666666,4.353394698253202,6.166666666666668,8.790122729839736,12.143517428092935,-19.433640157932672,7.666666666666668,-25.223762887772413,-46.15740304570509,74.54783260014416,7167.666666666668,0,0.0,0.0,0,6,602.6666666666666,6.916666666666668,9,1
1465,1.6666666666666667,1.5272383599716246,2.167475793375896,-0.6947141533475207,4.666666666666667,3.778047486680855,0.08333333333333481,-0.6947141533475225,7.833333333333334,1.8605716933049568,-2.0008091267092327,2.640237433404276,10.333333333333334,5.779665740099318,5.919903173503598,-8.199568913602919,12209.333333333336,4,4199.25,4242.166666666666,115,7,879.8809523809523,10.333333333333334,5,0
1466,2.1666666666666665,2.0014331843853643,0.91451689008862,-0.24928340780731786,4.833333333333333,3.0826167411406513,0.16666666666666607,-0.2492834078073169,7.833333333333332,2.668099851052032,-0.5811835567552839,-0.2535829609634148,9.666666666666666,0.7449838546512195,-1.341932439645528,2.7636152516609744,15112.666666666664,5,4257.9,4300.333333333333,71,7,9.785714285714283,9.666666666666666,8,2
1467,3.333333333333333,13.369574546056509,-15.429361819084766,4.893120606361589,6.166666666666668,-2.809787273028255,-0.7499999999999991,4.893120606361587,7.5,10.369574546056509,13.929361819084766,-22.465603031807934,9.333333333333334,-29.16851091119777,-53.467447276339044,85.13595818753683,7684.333333333334,0,0.0,0.0,0,6,646.7222222222222,8.416666666666668,15,1
1468,3.333333333333333,1.4643093906800733,0.553535913979891,-0.017845304659963812,5.333333333333334,2.517845304659964,0.5000000000000004,-0.017845304659964256,8.333333333333334,3.4643093906800724,0.4464640860201099,-0.9107734767001824,11.333333333333336,1.6249171326197458,-2.285856344080436,3.16093921146069,13751.333333333336,5,3887.0,4019.166666666667,53,9,778.5740740740741,13.833333333333336,15,2
1469,3.0,38.200762384762314,-55.676143577143456,18.808714525714482,4.333333333333333,-16.725381192381153,0.75,18.808714525714482,7.166666666666666,41.200762384762314,57.17614357714348,-95.54357262857245,10.0,-131.07766834666808,-229.4545743085739,362.032242655242,9634.666666666668,3,2324.1666666666665,2526.333333333333,17,8,1652.8958333333335,10.75,13,0
1475,2.833333333333333,1.7959220761230252,0.8061168858154635,-0.10203896193848827,5.333333333333334,3.1020389619384874,0.4999999999999991,-0.1020389619384865,8.833333333333334,3.7959220761230257,0.19388311418453646,-0.8231385236408961,12.0,1.71427273356941,-2.2755324567381505,2.5612597231687406,16430.333333333332,5,4847.233333333334,4991.333333333333,84,8,19.95833333333333,13.0,12,2
1463,2.5,74.86637274519227,-109.4245591177884,36.39151970592947,4.333333333333333,-34.80818637259613,-0.25,36.39151970592947,5.666666666666666,73.86637274519227,108.92455911778835,-181.45759852964733,6.999999999999999,-252.65730460817286,-435.4482364711536,689.9388744126599,13455.0,3,3567.944444444444,3648.833333333333,78,8,2335.9999999999995,7.916666666666666,10,0
1470,2.1666666666666665,8.12145742663551,-8.682186139953266,2.7273953799844217,4.333333333333333,-1.0607287133177552,-0.4999999999999991,2.7273953799844213,5.5,6.1214574266355095,7.6821861399532665,-12.470310233255447,6.833333333333332,-15.925100993224287,-29.72874455981305,48.65384555303735,6923.333333333332,0,0.0,0.0,0,6,581.7222222222222,6.166666666666666,8,1
